review,category-sentiment,category,sentiment,
ac kurang dingin,ac_P1-neg,ac_P1,neg,
"fasilitas lengkap, pelayanan oke, tapi kolam renang kurang bersih, tidak dapat snack airy seperti dulu dan lebih keren lagi kalau ada slippers. ",service-pos,service,pos,
"fasilitas lengkap, pelayanan oke, tapi kolam renang kurang bersih, tidak dapat snack airy seperti dulu dan lebih keren lagi kalau ada slippers. ",linen_P1-neg,linen_P1,neg,
Pelayanan bagus...mohon AC nya segera diservice supaya lebih dingin lagi...,service-pos,service,pos,
Pelayanan bagus...mohon AC nya segera diservice supaya lebih dingin lagi...,ac_P1-neg,ac_P1,neg,
ac agak bau. remote tv tidak berfungsi,ac_P1-neg,ac_P1,neg,
ac agak bau. remote tv tidak berfungsi,tv_P1-neg,tv_P1,neg,
Air wc sendat. Air sedikit handuk tidak standar hotel.  ,linen_P1-neg,linen_P1,neg,
"Kurang ramah resepsionistnya,tvnya juga gk bersih chanelnya",service-neg,service,neg,
"Kurang ramah resepsionistnya,tvnya juga gk bersih chanelnya",tv_P1-neg,tv_P1,neg,
"kmr sie OK.., tp g ad air panas, toilet ny g ad tutup ny",air_panas_P1-neg,air_panas_P1,neg,
kamarnya baik..tp air mandi hangatnya tidak ada dan makanan ringan dr airy tidak ada,air_panas_P1-neg,air_panas_P1,neg,
kamarnya baik..tp air mandi hangatnya tidak ada dan makanan ringan dr airy tidak ada,linen_P1-neg,linen_P1,neg,
sahur lupa diantar ke kamar padahal udah pesan. hotelnya suram tapi kamar oke.,sunrise_meal_P1-neg,sunrise_meal_P1,neg,
Kamarnya terlalu sederhana. Makan sarapan paginya tidak enak. Pelayanan kurang. Tempat makan kurang nyaman.,sunrise_meal_P1-neg,sunrise_meal_P1,neg,
Kamarnya terlalu sederhana. Makan sarapan paginya tidak enak. Pelayanan kurang. Tempat makan kurang nyaman.,service-neg,service,neg,
penjaga ramah sigap ada masalah langsung ditanggapi kekurangan penjaga tidak selalu sedia ditempat suasana kamar agak gelap kebersihan agak kurang,service-pos,service,pos,
penjaga ramah sigap ada masalah langsung ditanggapi kekurangan penjaga tidak selalu sedia ditempat suasana kamar agak gelap kebersihan agak kurang,kebersihan-neg,kebersihan,neg,
"Banyak nyamuk, sinyal TV jelek, tidak ada wifi. WC kotor ada tikus.",tv_P1-neg,tv_P1,neg,
"Banyak nyamuk, sinyal TV jelek, tidak ada wifi. WC kotor ada tikus.",wifi_p1-neg,wifi_p1,neg,
"Banyak nyamuk, sinyal TV jelek, tidak ada wifi. WC kotor ada tikus.",kebersihan-neg,kebersihan,neg,
kamar luas ac lama banget dinginnya + airnya lengket dan bau.,ac_P1-neg,ac_P1,neg,
kamar luas ac lama banget dinginnya + airnya lengket dan bau.,bau_P1-neg,bau_P1,neg,
"NOT RECOMMENDED soalnya sering air mati, ga ada air panasnya, tamu berkunjung cm boleh 5mnt aja, karyawannya judes bgt.. ",air_panas_P1-neg,air_panas_P1,neg,
"NOT RECOMMENDED soalnya sering air mati, ga ada air panasnya, tamu berkunjung cm boleh 5mnt aja, karyawannya judes bgt.. ",service-neg,service,neg,
kamar bersih. cuma biasanya dapat snack tapi kok ini gak ada ya.. tidak ada lift jadi lumayan lah naik turun lantai 3 pake tangga,kebersihan-neg,kebersihan,neg,
kamar bersih. cuma biasanya dapat snack tapi kok ini gak ada ya.. tidak ada lift jadi lumayan lah naik turun lantai 3 pake tangga,linen_P1-neg,linen_P1,neg,
"Sarung bantal kotor pada saat pertama masuk, tapi dapat diganti. Dan bantal kuga terasa lembab.",linen_P1-neg,linen_P1,neg,
"Kamarnya bagus, Fasilitas lengkap, Namun sebaiknya diberikan pewangi dan penghilang bau di kamar..",bau_P1-neg,bau_P1,neg,
"kebersihan perlu di tingkatkan,",kebersihan-neg,kebersihan,neg,
"Ekspresi pertama masuk kamar...seperti tidak pernah ditempat. Furniturenya tua, tv tabung warna berubah-ubah. Pelayanan ramah, tapi sprei 3 hari menginap tidak diganti. wifi kencang. Malam banyak binatang, susah tidur karena gatal.",tv_P1-neg,tv_P1,neg,
"Ekspresi pertama masuk kamar...seperti tidak pernah ditempat. Furniturenya tua, tv tabung warna berubah-ubah. Pelayanan ramah, tapi sprei 3 hari menginap tidak diganti. wifi kencang. Malam banyak binatang, susah tidur karena gatal.",service-pos,service,pos,
"Ekspresi pertama masuk kamar...seperti tidak pernah ditempat. Furniturenya tua, tv tabung warna berubah-ubah. Pelayanan ramah, tapi sprei 3 hari menginap tidak diganti. wifi kencang. Malam banyak binatang, susah tidur karena gatal.",linen_P1-neg,linen_P1,neg,
"Ekspresi pertama masuk kamar...seperti tidak pernah ditempat. Furniturenya tua, tv tabung warna berubah-ubah. Pelayanan ramah, tapi sprei 3 hari menginap tidak diganti. wifi kencang. Malam banyak binatang, susah tidur karena gatal.",wifi_P1-pos,wifi_P1,pos,
"Ekspresi pertama masuk kamar...seperti tidak pernah ditempat. Furniturenya tua, tv tabung warna berubah-ubah. Pelayanan ramah, tapi sprei 3 hari menginap tidak diganti. wifi kencang. Malam banyak binatang, susah tidur karena gatal.",kebersihan-neg,kebersihan,neg,
internet mati handuk bau,wifi_p1-neg,wifi_p1,neg,
internet mati handuk bau,linen_P1-neg,linen_P1,neg,
"pas dateng airy nya belum disiapkan, sampai checkout juga blm dikasih fasilitas airynya.. ",linen_P1-neg,linen_P1,neg,
Kamarnya rapih & lumayan bersih Yang paling memuaskan pelayanan ramah Handuk bersih & wangi Dengan catatan beberapa bantal sudah terlihat agak kotor & ada yg agak bau Sisanya sangat murah & terjangkau Sangat recomended bagi org yg budgetnya terbatas,kebersihan-pos,kebersihan,pos,
Kamarnya rapih & lumayan bersih Yang paling memuaskan pelayanan ramah Handuk bersih & wangi Dengan catatan beberapa bantal sudah terlihat agak kotor & ada yg agak bau Sisanya sangat murah & terjangkau Sangat recomended bagi org yg budgetnya terbatas,service-pos,service,pos,
Kamarnya rapih & lumayan bersih Yang paling memuaskan pelayanan ramah Handuk bersih & wangi Dengan catatan beberapa bantal sudah terlihat agak kotor & ada yg agak bau Sisanya sangat murah & terjangkau Sangat recomended bagi org yg budgetnya terbatas,linen_P1-neg,linen_P1,neg,
"Bersih, rapi dan nyaman. Tetapi wifi ter suspended. ",kebersihan-pos,kebersihan,pos,
"Bersih, rapi dan nyaman. Tetapi wifi ter suspended. ",wifi_p1-neg,wifi_p1,neg,
"Letaknya strategis di tengah kota, dekat dgn stasiun & alun-alun malang. Stafnya ramah dan kamar bersih. Kekurangannya adalah air panas di kamar yg sy tempati mati, padahal kamar2 sebelah air panasnya berfungsi",service-pos,service,pos,
"Letaknya strategis di tengah kota, dekat dgn stasiun & alun-alun malang. Stafnya ramah dan kamar bersih. Kekurangannya adalah air panas di kamar yg sy tempati mati, padahal kamar2 sebelah air panasnya berfungsi",kebersihan-pos,kebersihan,pos,
"Letaknya strategis di tengah kota, dekat dgn stasiun & alun-alun malang. Stafnya ramah dan kamar bersih. Kekurangannya adalah air panas di kamar yg sy tempati mati, padahal kamar2 sebelah air panasnya berfungsi",air_panas_P1-neg,air_panas_P1,neg,
"Kebersihan kurang, kamar masih ada bau pengap, & kamar mandi jg masih agak bau. Kelebihannya deket dgn sentra kuliner.",kebersihan-neg,kebersihan,neg,
"Kebersihan kurang, kamar masih ada bau pengap, & kamar mandi jg masih agak bau. Kelebihannya deket dgn sentra kuliner.",bau_P1-neg,bau_P1,neg,
tidak sesuai dengan kamar pesanan...ac tidak dingin...,ac_P1-neg,ac_P1,neg,
"Sudah cukup, hanya perlu diatasi bau apek nya saja",bau_P1-neg,bau_P1,neg,
kamar mandi kotor sungguh,kebersihan-neg,kebersihan,neg,
"Tidak ada sinyal hp di dalam kamar, harus ke depan parkiran. WiFi mungkin perlu maintenance karena tidak bisa connect. selebihnya aman. terima kasih",wifi_p1-neg,wifi_p1,neg,
"Tidak ada sinyal hp di dalam kamar, harus ke depan parkiran. WiFi mungkin perlu maintenance karena tidak bisa connect. selebihnya aman. terima kasih",general-pos,general,pos,
"mantap nih, sayang wifi sinyalnya kurang bagus dalam kamar, sepertinya karena kamar saya dilantai 3, kalau dari depan kamar si bagus sinyalnya.",wifi_p1-neg,wifi_p1,neg,
Mengecewakan. Tidak sesuai dengan foto yang diposting. Kamar mandi bad smell. Air muncrat sampai keluar kamar mandi saat mandi. Receptionist tidak ada saat mau check-out sehingga harus menunggu lama. Hari berikutnya cari hotel yang lain yang lebih baik.,bau_P1-neg,bau_P1,neg,
Mengecewakan. Tidak sesuai dengan foto yang diposting. Kamar mandi bad smell. Air muncrat sampai keluar kamar mandi saat mandi. Receptionist tidak ada saat mau check-out sehingga harus menunggu lama. Hari berikutnya cari hotel yang lain yang lebih baik.,service-neg,service,neg,
"kamar tidur dan kamar mandinya nyaman, bersih dan luas lagi. cuma pas nyampe sarung bantal pada blm dipasang. seingat saya di kamar2 airy yg pernah sy nginap,selalu disediain snack dan perlengkapan mandi dari airy..kok yg ini ga ada ya??",kebersihan-pos,kebersihan,pos,
"kamar tidur dan kamar mandinya nyaman, bersih dan luas lagi. cuma pas nyampe sarung bantal pada blm dipasang. seingat saya di kamar2 airy yg pernah sy nginap,selalu disediain snack dan perlengkapan mandi dari airy..kok yg ini ga ada ya??",linen_P1-neg,linen_P1,neg,
"hotel cukup bagus..  wifi sangat jelek di room 519, breakfast cukup walau menu terbatas. wakru cek in terlambat sekitar 15 menit dan unt cek out.. jam 10.30 sdh diingatkan. ",wifi_p1-neg,wifi_p1,neg,
"hotel cukup bagus..  wifi sangat jelek di room 519, breakfast cukup walau menu terbatas. wakru cek in terlambat sekitar 15 menit dan unt cek out.. jam 10.30 sdh diingatkan. ",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"(+) kamar cukup luas, staff ramah, sarapan enak meski hanya 1 macam (-) air kamar Mandi yg baunya tidak enak",service-pos,service,pos,
"(+) kamar cukup luas, staff ramah, sarapan enak meski hanya 1 macam (-) air kamar Mandi yg baunya tidak enak",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"(+) kamar cukup luas, staff ramah, sarapan enak meski hanya 1 macam (-) air kamar Mandi yg baunya tidak enak",bau_P1-neg,bau_P1,neg,
"Kamar mandi kotor, bed cover kotor, ada bekas rambut di sarung bantal padahal kami baru masuk: artinya sprei-bed cover tidak diganti, tidak ada tempat sampah di dalam kamar atau di luar kamar, selang shower bocor, banyak rambut rontok di saluran air artinya tidak dibersihkan sebelum kami masuk, tempat tidur yang atas lantainya sangat berdebu, atap di atas kasur bawah banyak sawang (semacam sarang laba). Sangat parah, payah. Terlepas tarif hemat, tapi kebersihan sama sekali tidak jadi prioritas hotel ini",kebersihan-neg,kebersihan,neg,
"Kamar mandi kotor, bed cover kotor, ada bekas rambut di sarung bantal padahal kami baru masuk: artinya sprei-bed cover tidak diganti, tidak ada tempat sampah di dalam kamar atau di luar kamar, selang shower bocor, banyak rambut rontok di saluran air artinya tidak dibersihkan sebelum kami masuk, tempat tidur yang atas lantainya sangat berdebu, atap di atas kasur bawah banyak sawang (semacam sarang laba). Sangat parah, payah. Terlepas tarif hemat, tapi kebersihan sama sekali tidak jadi prioritas hotel ini",linen_P1-neg,linen_P1,neg,
acnya kurang dingin dan tv channel rata  ngilang,ac_P1-neg,ac_P1,neg,
acnya kurang dingin dan tv channel rata  ngilang,tv_P1-neg,tv_P1,neg,
"Dpt kamar yg ac-nya gak dingin samasekali. setelah gagal utk bersabar, akhirnya pindah kekamar lain saat jam 2 dini hari. kondisi bdn yg letih krn perjalanan mudik via darat bertambah lelah krn kondisi ini. kmr yg barupun ac-nya tdk bisa dibilang dingin. tdk nyaman sama sekali ditambah tdk ada permintaan maaf dari staff hotel. kapok jg dgn airy.",ac_P1-neg,ac_P1,neg,
"Dpt kamar yg ac-nya gak dingin samasekali. setelah gagal utk bersabar, akhirnya pindah kekamar lain saat jam 2 dini hari. kondisi bdn yg letih krn perjalanan mudik via darat bertambah lelah krn kondisi ini. kmr yg barupun ac-nya tdk bisa dibilang dingin. tdk nyaman sama sekali ditambah tdk ada permintaan maaf dari staff hotel. kapok jg dgn airy.",service-neg,service,neg,
"Kamarnya kuranf bagus , lampunya tidak semuanya menyala , sangat petang , ruangannya sangat bau , kamar mandinya kotor ",bau_P1-neg,bau_P1,neg,
"Kamarnya kuranf bagus , lampunya tidak semuanya menyala , sangat petang , ruangannya sangat bau , kamar mandinya kotor ",kebersihan-neg,kebersihan,neg,
"Kamar bau, tissu meja tidak ada, tissu toilet tidak ada, sprei kasurnya kotor. Permintaan khusus tamu tidak terpenuhi dan malah memberikan charge.",bau_P1-neg,bau_P1,neg,
"Kamar bau, tissu meja tidak ada, tissu toilet tidak ada, sprei kasurnya kotor. Permintaan khusus tamu tidak terpenuhi dan malah memberikan charge.",linen_P1-neg,linen_P1,neg,
"Kamar bau, tissu meja tidak ada, tissu toilet tidak ada, sprei kasurnya kotor. Permintaan khusus tamu tidak terpenuhi dan malah memberikan charge.",service-neg,service,neg,
"Kamar bersih, AC dingin, tapi sarung bantal + seprei engga bersih, masih ada noda, jadi kurang nyaman, minta yang baru tetap masih ada nodanya",kebersihan-pos,kebersihan,pos,
"Kamar bersih, AC dingin, tapi sarung bantal + seprei engga bersih, masih ada noda, jadi kurang nyaman, minta yang baru tetap masih ada nodanya",ac_P1-pos,ac_P1,pos,
"Kamar bersih, AC dingin, tapi sarung bantal + seprei engga bersih, masih ada noda, jadi kurang nyaman, minta yang baru tetap masih ada nodanya",linen_P1-neg,linen_P1,neg,
"Hot waternya hari pertama berfungsi namun hari kedua sudah tidak berfungsi, siaran TVnya kabur dan AC kurang dingin.",air_panas_P1-neg,air_panas_P1,neg,
"Hot waternya hari pertama berfungsi namun hari kedua sudah tidak berfungsi, siaran TVnya kabur dan AC kurang dingin.",tv_P1-neg,tv_P1,neg,
"Hot waternya hari pertama berfungsi namun hari kedua sudah tidak berfungsi, siaran TVnya kabur dan AC kurang dingin.",ac_P1-neg,ac_P1,neg,
"nyaman, kamar luas, tp tidak ada free snack",linen_P1-neg,linen_P1,neg,
Untuk nginap yg kemaren tempat tidur kurang bersih.. 🙏🏻,kebersihan-neg,kebersihan,neg,
"AC klo bisa di ganti, kmrn kurang dingin nga seperti biasanya...",ac_P1-neg,ac_P1,neg,
"Air panas tidak jalan, kamar mandi bau rokok, penerangan kurang.",air_panas_P1-neg,air_panas_P1,neg,
"Air panas tidak jalan, kamar mandi bau rokok, penerangan kurang.",bau_P1-neg,bau_P1,neg,
"Lokasi mudah dicari, lumayan bersih, cuma sprei dan bantal ga standar airy, pake sprei coklat biasa. Dapet kamar lt 3 pojok, wifi susah nyangkut. Kalo sekedar untuk tidur semalam sih oke..",kebersihan-pos,kebersihan,pos,
"Lokasi mudah dicari, lumayan bersih, cuma sprei dan bantal ga standar airy, pake sprei coklat biasa. Dapet kamar lt 3 pojok, wifi susah nyangkut. Kalo sekedar untuk tidur semalam sih oke..",linen_P1-neg,linen_P1,neg,
"Lokasi mudah dicari, lumayan bersih, cuma sprei dan bantal ga standar airy, pake sprei coklat biasa. Dapet kamar lt 3 pojok, wifi susah nyangkut. Kalo sekedar untuk tidur semalam sih oke..",wifi_p1-neg,wifi_p1,neg,
Wifinya jelek. Sudah lapor. Tapi tidak diperbaiki,wifi_p1-neg,wifi_p1,neg,
Wifinya jelek. Sudah lapor. Tapi tidak diperbaiki,service-neg,service,neg,
"pelayanan sangat baik, semua petugas sangat ramah, pemandangan bagus, kamar nyaman, ada cemilan dan air minum dalam kamar, jika butuh air panas di teko bs minta petugas saja. harga murah. menu sarapan lumayan banyak. saat cek in telat 15 menit,  dan saat masuk kamar,  lantai masih basah karena habis di pel dan masih sangat bau pengharum menyengat. ",service-pos,service,pos,
"pelayanan sangat baik, semua petugas sangat ramah, pemandangan bagus, kamar nyaman, ada cemilan dan air minum dalam kamar, jika butuh air panas di teko bs minta petugas saja. harga murah. menu sarapan lumayan banyak. saat cek in telat 15 menit,  dan saat masuk kamar,  lantai masih basah karena habis di pel dan masih sangat bau pengharum menyengat. ",linen_P1-pos,linen_P1,pos,
"pelayanan sangat baik, semua petugas sangat ramah, pemandangan bagus, kamar nyaman, ada cemilan dan air minum dalam kamar, jika butuh air panas di teko bs minta petugas saja. harga murah. menu sarapan lumayan banyak. saat cek in telat 15 menit,  dan saat masuk kamar,  lantai masih basah karena habis di pel dan masih sangat bau pengharum menyengat. ",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"pelayanan sangat baik, semua petugas sangat ramah, pemandangan bagus, kamar nyaman, ada cemilan dan air minum dalam kamar, jika butuh air panas di teko bs minta petugas saja. harga murah. menu sarapan lumayan banyak. saat cek in telat 15 menit,  dan saat masuk kamar,  lantai masih basah karena habis di pel dan masih sangat bau pengharum menyengat. ",bau_P1-neg,bau_P1,neg,
"Kamar OK, bersih, rapi dan fasilitas OK. Hanya AC yang tidak bisa dingin, walaupun sudah di setting suhu rendah dan Fan Jetfan. Mohon diperbaiki. Overall OK. Terima kasih",kebersihan-pos,kebersihan,pos,
"Kamar OK, bersih, rapi dan fasilitas OK. Hanya AC yang tidak bisa dingin, walaupun sudah di setting suhu rendah dan Fan Jetfan. Mohon diperbaiki. Overall OK. Terima kasih",ac_P1-neg,ac_P1,neg,
"Kamar OK, bersih, rapi dan fasilitas OK. Hanya AC yang tidak bisa dingin, walaupun sudah di setting suhu rendah dan Fan Jetfan. Mohon diperbaiki. Overall OK. Terima kasih",general-pos,general,pos,
"Lokasi strategis, dekat dengan laundry, indomaret, tempat makan, pelayanan ramah, cctv, rental motor dan mobil, kamar bersih dan cukup luas, Ada air panas, AC, TV, WiFi. Kekurangannya hanya WiFi di kamar kurang kencang, jadi harus buka pintu atau duduk di depan kamar, Dan tidak ada keset di depan WC.",service-pos,service,pos,
"Lokasi strategis, dekat dengan laundry, indomaret, tempat makan, pelayanan ramah, cctv, rental motor dan mobil, kamar bersih dan cukup luas, Ada air panas, AC, TV, WiFi. Kekurangannya hanya WiFi di kamar kurang kencang, jadi harus buka pintu atau duduk di depan kamar, Dan tidak ada keset di depan WC.",air_panas_P1-pos,air_panas_P1,pos,
"Lokasi strategis, dekat dengan laundry, indomaret, tempat makan, pelayanan ramah, cctv, rental motor dan mobil, kamar bersih dan cukup luas, Ada air panas, AC, TV, WiFi. Kekurangannya hanya WiFi di kamar kurang kencang, jadi harus buka pintu atau duduk di depan kamar, Dan tidak ada keset di depan WC.",tv_P1-pos,tv_P1,pos,
"Lokasi strategis, dekat dengan laundry, indomaret, tempat makan, pelayanan ramah, cctv, rental motor dan mobil, kamar bersih dan cukup luas, Ada air panas, AC, TV, WiFi. Kekurangannya hanya WiFi di kamar kurang kencang, jadi harus buka pintu atau duduk di depan kamar, Dan tidak ada keset di depan WC.",wifi_p1-neg,wifi_p1,neg,
"Lokasi strategis, dekat dengan laundry, indomaret, tempat makan, pelayanan ramah, cctv, rental motor dan mobil, kamar bersih dan cukup luas, Ada air panas, AC, TV, WiFi. Kekurangannya hanya WiFi di kamar kurang kencang, jadi harus buka pintu atau duduk di depan kamar, Dan tidak ada keset di depan WC.",linen_P1-neg,linen_P1,neg,
AC tidak dingin sama sekali sampai saya akhirnya mutusin buat check-out. kasurnya banyak sekali pasir dan ngeres buat tidur. airnya bau seperti air payau.,ac_P1-neg,ac_P1,neg,
AC tidak dingin sama sekali sampai saya akhirnya mutusin buat check-out. kasurnya banyak sekali pasir dan ngeres buat tidur. airnya bau seperti air payau.,kebersihan-neg,kebersihan,neg,
AC tidak dingin sama sekali sampai saya akhirnya mutusin buat check-out. kasurnya banyak sekali pasir dan ngeres buat tidur. airnya bau seperti air payau.,bau_P1-neg,bau_P1,neg,
