review,category_sentiment,category,sentiment
ace nya cuma ga dingin,ac_P1-neg,ac_P1,neg
ga ad air panas ny.  tidak sesuai dengan promosi,air_panas_P1-neg,air_panas_P1,neg
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",kebersihan-pos,kebersihan,pos
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",tv_P1-neg,tv_P1,neg
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",ac_P1-pos,ac_P1,pos
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",wifi_P1-pos,wifi_P1,pos
ac nya gak dingin :(,ac_P1-neg,ac_P1,neg
"Kerapian kamar kurang, banyak kabel yang tidak rapi. Sofa kotor.  Sarapan nasinya keras",kebersihan-neg,kebersihan,neg
"Kerapian kamar kurang, banyak kabel yang tidak rapi. Sofa kotor.  Sarapan nasinya keras",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",kebersihan-pos,kebersihan,pos
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",linen_P1-pos,linen_P1,pos
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",kebersihan-neg,kebersihan,neg
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",general-pos,general,pos
"Lantainya terlalu licin, apalagi di kamar mandi. Handuknya sudah lama, perlu diganti",kebersihan-neg,kebersihan,neg
"Lantainya terlalu licin, apalagi di kamar mandi. Handuknya sudah lama, perlu diganti",linen_P1-neg,linen_P1,neg
Kamarnya bau rokok. Dan seprai tidak diganti untuk tamu baru karena msh ada bekas abu rokoknya.,bau_P1-neg,bau_P1,neg
Kamarnya bau rokok. Dan seprai tidak diganti untuk tamu baru karena msh ada bekas abu rokoknya.,linen_P1-neg,linen_P1,neg
overall sesuai hrg hanya minta tlong kebersihan ditingkatkan...utk kmr mandi khususnya...,general-pos,general,pos
overall sesuai hrg hanya minta tlong kebersihan ditingkatkan...utk kmr mandi khususnya...,kebersihan-neg,kebersihan,neg
"pada umumnya baik, sisa kurang wifi... tolong diperbaiki... ",wifi_P1-neg,wifi_P1,neg
"kamar luas dan bersih hanya kamar mandinya yang kurang terawat, sarapan juga banyak variasinya, lokasi di pinggir jalan dan dekat mini market",kebersihan-pos,kebersihan,pos
"kamar luas dan bersih hanya kamar mandinya yang kurang terawat, sarapan juga banyak variasinya, lokasi di pinggir jalan dan dekat mini market",sunrise_meal_P1-pos,sunrise_meal_P1,pos
Tidak ad air panasnya ,air_panas_P1-neg,air_panas_P1,neg
ac ny panas,ac_P1-neg,ac_P1,neg
"kamar tidur bagus, lengkap, tp kamar mandi bau.. dari pembuangan air ..",bau_P1-neg,bau_P1,neg
"Pertama & terakhir booking via airy, diberitahu o/ resepsionis bahwa terjadi overbooking via airy namun tdk ada konfirmasi ke saya, alhasil saya harus membayar biaya tambahan untuk upgrade kamar namun saya menolak, akhirnya dapat kamar di lt 3 (tanpa lift), remote ac & tv diambil o/ pihak hotel, besoknya belum check out listrik dimatikan tiba2 ",service-neg,service,neg
"Kamar sempit, air mati terus. Ac ga dinging, remote ac tidak berfungsi",ac_P1-neg,ac_P1,neg
lantai berdebu,kebersihan-neg,kebersihan,neg
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",service-pos,service,pos
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",kebersihan-pos,kebersihan,pos
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",wifi_P1-neg,wifi_P1,neg
"Puas dgn pelayanan dan keramahan staff, cocok untuk backpacker dgn harga yg relatif terjangkau. Tp air agak berbau harap ditindak lanjuti untuk air mandi dan flush toilet. Terima kasih :)",service-pos,service,pos
"Puas dgn pelayanan dan keramahan staff, cocok untuk backpacker dgn harga yg relatif terjangkau. Tp air agak berbau harap ditindak lanjuti untuk air mandi dan flush toilet. Terima kasih :)",bau_P1-neg,bau_P1,neg
yg berkesan ukuran kamarnya besar. yg perlu diperbaikin saluran ke tanki closet pipanya rusak. service pelayanan lebih ditingkatkan..,service-neg,service,neg
"Kualitas tempat baik & bersih, hanya yang perlu dibenahi wifi nya. Soalnya sinyal hape disini jelek",kebersihan-pos,kebersihan,pos
"Kualitas tempat baik & bersih, hanya yang perlu dibenahi wifi nya. Soalnya sinyal hape disini jelek",wifi_P1-neg,wifi_P1,neg
"Kamarnya jorok banyak debu, dindingnya kusam banyak noda. Kamar mandi juga kurang bersih, penarangan minim",kebersihan-neg,kebersihan,neg
"Hotel nyaman, tapi sayang yg ngejagain pergi-pergian mulu. terus kamar mandi ga bersih",service-neg,service,neg
"Hotel nyaman, tapi sayang yg ngejagain pergi-pergian mulu. terus kamar mandi ga bersih",kebersihan-neg,kebersihan,neg
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,wifi_P1-neg,wifi_P1,neg
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,air_panas_P1-neg,air_panas_P1,neg
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,tv_P1-neg,tv_P1,neg
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,bau_P1-neg,bau_P1,neg
kamar bau dan air toilet kecil. very bad,bau_P1-neg,bau_P1,neg
kamar nya bau jamur.. lembab.. kurang nyaman.. ,bau_P1-neg,bau_P1,neg
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",ac_P1-neg,ac_P1,neg
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",bau_P1-neg,bau_P1,neg
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",kebersihan-neg,kebersihan,neg
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",linen_P1-neg,linen_P1,neg
sangat mengecewakan. gambar di aplikasi sama kenyataan kamarnya berbeda jauh. kamarnya jelek lantainya hanya semen cor2an gak tehel.aplikasi airy blg maksimal tamu 2 org 1 kamar.tp itu pas mw cek in bilangnya aku cm pilih 1 org trus dimintai cars 50ribu lagi.pokonya ga mau kesitu lagi.recepsionis nya juga tdk ramah .,service-neg,service,neg
pelayanan kurang ramah,service-neg,service,neg
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",kebersihan-pos,kebersihan,pos
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",tv_P1-neg,tv_P1,neg
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",linen_P1-pos,linen_P1,pos
"lumayan bagus,,tenang untuk istirahat,,pelayanannya harap ditingkatkan check kamar sebelum dipake cust,,keset sama tempat sampah saya minta dulu baru disediakan",service-neg,service,neg
"lumayan bagus,,tenang untuk istirahat,,pelayanannya harap ditingkatkan check kamar sebelum dipake cust,,keset sama tempat sampah saya minta dulu baru disediakan",linen_P1-neg,linen_P1,neg
Kamarnya kurang bersih,kebersihan-neg,kebersihan,neg
kurang bersih aja,kebersihan-neg,kebersihan,neg
"alamat susah dicarinya, ac gk dingin, tdk ada air panas",ac_P1-neg,ac_P1,neg
"alamat susah dicarinya, ac gk dingin, tdk ada air panas",air_panas_P1-neg,air_panas_P1,neg
Handuk kelihatan kotor dan ada bercak-bercak... tidak putih lagi  dan sobek sobek pinggirnya.,kebersihan-neg,kebersihan,neg
Handuk kelihatan kotor dan ada bercak-bercak... tidak putih lagi  dan sobek sobek pinggirnya.,linen_P1-neg,linen_P1,neg
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",general-pos,general,pos
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",ac_P1-pos,ac_P1,pos
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",wifi_P1-pos,wifi_P1,pos
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",kebersihan-neg,kebersihan,neg
Nyaman letaknya di tengah kota cuman wifinya pake wifiid 😀,wifi_P1-neg,wifi_P1,neg
"gedungnya kurang layak pengap , air shower kecil banget , flush nya rusak . pelayanan nya baik tapi kurang respon seperti tambahan snack . tv nya posisi terlalu keatas kurang jelas dan parkiran sangat kurang memadai. overall lumayan buat liburan ",bau_P1-neg,bau_P1,neg
"gedungnya kurang layak pengap , air shower kecil banget , flush nya rusak . pelayanan nya baik tapi kurang respon seperti tambahan snack . tv nya posisi terlalu keatas kurang jelas dan parkiran sangat kurang memadai. overall lumayan buat liburan ",service-pos,service,pos
"gedungnya kurang layak pengap , air shower kecil banget , flush nya rusak . pelayanan nya baik tapi kurang respon seperti tambahan snack . tv nya posisi terlalu keatas kurang jelas dan parkiran sangat kurang memadai. overall lumayan buat liburan ",linen_P1-neg,linen_P1,neg
"gedungnya kurang layak pengap , air shower kecil banget , flush nya rusak . pelayanan nya baik tapi kurang respon seperti tambahan snack . tv nya posisi terlalu keatas kurang jelas dan parkiran sangat kurang memadai. overall lumayan buat liburan ",tv_P1-neg,tv_P1,neg
"gedungnya kurang layak pengap , air shower kecil banget , flush nya rusak . pelayanan nya baik tapi kurang respon seperti tambahan snack . tv nya posisi terlalu keatas kurang jelas dan parkiran sangat kurang memadai. overall lumayan buat liburan ",general-pos,general,pos
air panas rusak... banyak bercak noda di sprei.. dan di bangku,air_panas_P1-neg,air_panas_P1,neg
air panas rusak... banyak bercak noda di sprei.. dan di bangku,kebersihan-neg,kebersihan,neg
air panas rusak... banyak bercak noda di sprei.. dan di bangku,linen_P1-neg,linen_P1,neg
untuk kamar...lumayan baik. cuma pelayanan saja yg agak kurang baik. terhadap tamu kurang ramah. semoga... kedepannya semakin baik,service-neg,service,neg
seprainya dn handuknya kotor. lantainya kurang bersih. gaada sofanya sprti digambar.,kebersihan-neg,kebersihan,neg
seprainya dn handuknya kotor. lantainya kurang bersih. gaada sofanya sprti digambar.,linen_P1-neg,linen_P1,neg
"kotor tidak seperti di airy mutiara,closetnya rusak...air panas nggak ada...kamar banyak debu.",air_panas_P1-neg,air_panas_P1,neg
"kotor tidak seperti di airy mutiara,closetnya rusak...air panas nggak ada...kamar banyak debu.",kebersihan-neg,kebersihan,neg
Hotelnya strategis. Kmr bersih. Tapi hotel perlu di renovasi krn dinding kmr kotor sekali. Tembok2 catnya uda ngelupas spt tak terawat,kebersihan-pos,kebersihan,pos
kamar dan Fasilitas baik cuman gk ada coklat bang bangnya,linen_P1-neg,linen_P1,neg
"sgt nyaman, hanya saja water heater kurang panas. mhn sdh disediakan selimut bg yg menginap, tdk hrs minta dulu ke resepsionis baru disediakan.",air_panas_P1-neg,air_panas_P1,neg
"sgt nyaman, hanya saja water heater kurang panas. mhn sdh disediakan selimut bg yg menginap, tdk hrs minta dulu ke resepsionis baru disediakan.",linen_P1-neg,linen_P1,neg
Hotelnya bersih..cuman pelayanannya agak cuek..staffnya tidak ramah...tp saya nyaman tidur disana,kebersihan-pos,kebersihan,pos
Hotelnya bersih..cuman pelayanannya agak cuek..staffnya tidak ramah...tp saya nyaman tidur disana,service-neg,service,neg
"Ac tidak dingin,selimut dan sprei gatal seperti 10 tahun tidak diganti",ac_P1-neg,ac_P1,neg
"Ac tidak dingin,selimut dan sprei gatal seperti 10 tahun tidak diganti",linen_P1-neg,linen_P1,neg
"Ac tidak dingin,selimut dan sprei gatal seperti 10 tahun tidak diganti",kebersihan-neg,kebersihan,neg
"Awal Check-in sy sudah kecewa krn kamar agak kotor dan tidak tersedia tissue dan keset. Benar saja, ",kebersihan-neg,kebersihan,neg
"Awal Check-in sy sudah kecewa krn kamar agak kotor dan tidak tersedia tissue dan keset. Benar saja, ",linen_P1-neg,linen_P1,neg
"bau kamarmandi kurang sedap, pelayanan apa adanya. tempat makan sangat jauh.",bau_P1-neg,bau_P1,neg
"bau kamarmandi kurang sedap, pelayanan apa adanya. tempat makan sangat jauh.",service-neg,service,neg
"Dapat kamar paling dalem, sinyal hp sangat susah, wifi super lemot! serasa hidup dalam goa. shower kecil banget munculnya. beneer2 jadul..",wifi_P1-neg,wifi_P1,neg
Hotelnya bagus lebih dari ekspetasi. tapi WiFi-nya jelek,wifi_P1-neg,wifi_P1,neg
Hotelnya bagus lebih dari ekspetasi. tapi WiFi-nya jelek,general-pos,general,pos
"Kamarnya tidak nyaman karena kurang bersih dan hawanya pengap, di kamar mandi dan sekitar kamar banyak berkeliaran kecoa kecil. Acnya juga tidak dingin berasa tidak pakai ac jadinya",kebersihan-neg,kebersihan,neg
"Kamarnya tidak nyaman karena kurang bersih dan hawanya pengap, di kamar mandi dan sekitar kamar banyak berkeliaran kecoa kecil. Acnya juga tidak dingin berasa tidak pakai ac jadinya",bau_P1-neg,bau_P1,neg
"Kamarnya tidak nyaman karena kurang bersih dan hawanya pengap, di kamar mandi dan sekitar kamar banyak berkeliaran kecoa kecil. Acnya juga tidak dingin berasa tidak pakai ac jadinya",ac_P1-neg,ac_P1,neg
Ac panas.,ac_P1-neg,ac_P1,neg
"sejauh ini baik, apalagi pengantaran ke bandara juga gratis. Mungkin wifinya bisa diperbaiki karena saya sudah berapa kali coba connect tapi selalu gagal mendapatkan IP. Over all untuk staff semuanya sangat baik, sopan dan benar2 ramah.",wifi_P1-neg,wifi_P1,neg
"sejauh ini baik, apalagi pengantaran ke bandara juga gratis. Mungkin wifinya bisa diperbaiki karena saya sudah berapa kali coba connect tapi selalu gagal mendapatkan IP. Over all untuk staff semuanya sangat baik, sopan dan benar2 ramah.",service-pos,service,pos
"Lokasi dekat stasiun Solo balapan, kamar bersih&wangi, cuma kamar mandi di 311 ada wangi kurang sedap, beda dengan hotel lain disini ada welcome snakc bagus, harga lumayan cocok. coba ada lift donk.",kebersihan-pos,kebersihan,pos
"Lokasi dekat stasiun Solo balapan, kamar bersih&wangi, cuma kamar mandi di 311 ada wangi kurang sedap, beda dengan hotel lain disini ada welcome snakc bagus, harga lumayan cocok. coba ada lift donk.",bau_P1-neg,bau_P1,neg
"Lokasi dekat stasiun Solo balapan, kamar bersih&wangi, cuma kamar mandi di 311 ada wangi kurang sedap, beda dengan hotel lain disini ada welcome snakc bagus, harga lumayan cocok. coba ada lift donk.",linen_P1-pos,linen_P1,pos
"Receptionist hotel sangat ramah, kamar juga bersih luas dan dikasih snack ringan tiap hari. Cuma kemarin air panas di kamar mandi kurang berfungsi ",service-pos,service,pos
"Receptionist hotel sangat ramah, kamar juga bersih luas dan dikasih snack ringan tiap hari. Cuma kemarin air panas di kamar mandi kurang berfungsi ",linen_P1-pos,linen_P1,pos
"Receptionist hotel sangat ramah, kamar juga bersih luas dan dikasih snack ringan tiap hari. Cuma kemarin air panas di kamar mandi kurang berfungsi ",air_panas_P1-neg,air_panas_P1,neg
Kualitas tidak sesuai dengan iklan/ gambar : 1. Air hangat tidak tersedia. 2. Kamar mandi banyak pasir. 3. Tidak ada atribut Airy sewaktu masuk kamar. 4. Peralatan mandi dan snack baru diberikan setelah diminta. 5. Terdapat handuk bekas pakai didalam kamar mandi sewaktu masuk pertama kali ke kamar mandi Pengalaman menginap yang mengecewakan.,air_panas_P1-neg,air_panas_P1,neg
Kualitas tidak sesuai dengan iklan/ gambar : 1. Air hangat tidak tersedia. 2. Kamar mandi banyak pasir. 3. Tidak ada atribut Airy sewaktu masuk kamar. 4. Peralatan mandi dan snack baru diberikan setelah diminta. 5. Terdapat handuk bekas pakai didalam kamar mandi sewaktu masuk pertama kali ke kamar mandi Pengalaman menginap yang mengecewakan.,kebersihan-neg,kebersihan,neg
Kualitas tidak sesuai dengan iklan/ gambar : 1. Air hangat tidak tersedia. 2. Kamar mandi banyak pasir. 3. Tidak ada atribut Airy sewaktu masuk kamar. 4. Peralatan mandi dan snack baru diberikan setelah diminta. 5. Terdapat handuk bekas pakai didalam kamar mandi sewaktu masuk pertama kali ke kamar mandi Pengalaman menginap yang mengecewakan.,linen_P1-neg,linen_P1,neg
"nyaman,ramah penjaganya,dekat pusat kota cuma air panas ga ada tapi ga papa sih bukan kota dingin kok btw semua ok lah",air_panas_P1-neg,air_panas_P1,neg
"nyaman,ramah penjaganya,dekat pusat kota cuma air panas ga ada tapi ga papa sih bukan kota dingin kok btw semua ok lah",general-pos,general,pos
Ac nya tidak berfungsi dengan baik,ac_P1-neg,ac_P1,neg
"kecewa sangat sangat kecewa.. kamarnya sangat kotor, bau kamar mandi sampai keluar, sprei bau badan, pdhl baru msuk kamar 3 jam.. sudah lapor ke service tp bilang tdk ad kamar lain dan tdk ad itikad untuk bersihkan kamar.. booking 2 hari terpaksa cek out saat itu jg dan tdk ad ganti rugi... baru kali ini dapat airy yg sangat2 mengecewakan... ",kebersihan-neg,kebersihan,neg
"kecewa sangat sangat kecewa.. kamarnya sangat kotor, bau kamar mandi sampai keluar, sprei bau badan, pdhl baru msuk kamar 3 jam.. sudah lapor ke service tp bilang tdk ad kamar lain dan tdk ad itikad untuk bersihkan kamar.. booking 2 hari terpaksa cek out saat itu jg dan tdk ad ganti rugi... baru kali ini dapat airy yg sangat2 mengecewakan... ",linen_P1-neg,linen_P1,neg
